Area,Age,Sex,Year at 30 June,Value,Flags
"Hastings district","Total people, age","Total people, sex","1996",68100,
"Napier city","Total people, age","Total people, sex","1996",54900,
"Central Hawke's Bay district","Total people, age","Total people, sex","1996",13350,
"New Plymouth district","Total people, age","Total people, sex","1996",69700,
"Stratford district","Total people, age","Total people, sex","1996",9750,
"South Taranaki district","Total people, age","Total people, sex","1996",29800,
"Ruapehu district","Total people, age","Total people, sex","1996",17300,
"Whanganui district","Total people, age","Total people, sex","1996",46000,
"Rangitikei district","Total people, age","Total people, sex","1996",16750,
"Manawatu district","Total people, age","Total people, sex","1996",26800,
"Palmerston North city","Total people, age","Total people, sex","1996",77100,
"Tararua district","Total people, age","Total people, sex","1996",19500,
"Horowhenua district","Total people, age","Total people, sex","1996",30800,
"Kapiti Coast district","Total people, age","Total people, sex","1996",39400,
"Porirua city","Total people, age","Total people, sex","1996",48200,
"Porirua city","Total people, age","Total people, sex","2001",49500,
"Kapiti Coast district","Total people, age","Total people, sex","2001",43600,
"Horowhenua district","Total people, age","Total people, sex","2001",30600,
"Tararua district","Total people, age","Total people, sex","2001",18350,
"Palmerston North city","Total people, age","Total people, sex","2001",77100,
"Manawatu district","Total people, age","Total people, sex","2001",26300,
"Rangitikei district","Total people, age","Total people, sex","2001",15500,
"Whanganui district","Total people, age","Total people, sex","2001",44400,
"Ruapehu district","Total people, age","Total people, sex","2001",15000,
"South Taranaki district","Total people, age","Total people, sex","2001",28400,
"Stratford district","Total people, age","Total people, sex","2001",9110,
"New Plymouth district","Total people, age","Total people, sex","2001",68400,
"Central Hawke's Bay district","Total people, age","Total people, sex","2001",13200,
"Napier city","Total people, age","Total people, sex","2001",55200,
"Hastings district","Total people, age","Total people, sex","2001",69600,
"Wairoa district","Total people, age","Total people, sex","2001",9260,
"Gisborne district","Total people, age","Total people, sex","2001",45500,
"Opotiki district","Total people, age","Total people, sex","2001",9490,
"Kawerau district","Total people, age","Total people, sex","2001",7290,
"Whakatane district","Total people, age","Total people, sex","2001",34100,
"Rotorua district","Total people, age","Total people, sex","2001",66900,
"Tauranga city","Total people, age","Total people, sex","2001",93500,
"Western Bay of Plenty district","Total people, age","Total people, sex","2001",39000,
"Taupo district","Total people, age","Total people, sex","2001",32500,
"Waitomo district","Total people, age","Total people, sex","2001",9780,
"South Waikato district","Total people, age","Total people, sex","2001",24200,
"Otorohanga district","Total people, age","Total people, sex","2001",9590,
"Waipa district","Total people, age","Total people, sex","2001",40000,
"Hamilton city","Total people, age","Total people, sex","2001",121200,
"Matamata-Piako district","Total people, age","Total people, sex","2001",30300,
"Waikato district","Total people, age","Total people, sex","2001",53700,
"Hauraki district","Total people, age","Total people, sex","2001",18000,
"Thames-Coromandel district","Total people, age","Total people, sex","2001",25800,
"Total, New Zealand","65 years and over","Total people, sex","2001",460600,
"Franklin local board area","Total people, age","Total people, sex","2001",52900,
"Papakura local board area","Total people, age","Total people, sex","2001",38900,
"Manurewa local board area","Total people, age","Total people, sex","2001",69100,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2001",70400,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2001",64600,
"Howick local board area","Total people, age","Total people, sex","2001",97300,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2001",66400,
"Orakei local board area","Total people, age","Total people, sex","2001",73000,
"Puketapapa local board area","Total people, age","Total people, sex","2001",49800,
"Albert-Eden local board area","Total people, age","Total people, sex","2001",90000,
"Whau local board area","Total people, age","Total people, sex","2001",66200,
"Waitemata local board area","Total people, age","Total people, sex","2001",52500,
"Waiheke local board area","Total people, age","Total people, sex","2001",7560,
"Great Barrier local board area","Total people, age","Total people, sex","2001",1100,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2001",44200,
"Henderson-Massey local board area","Total people, age","Total people, sex","2001",90900,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2001",52300,
"Kaipatiki local board area","Total people, age","Total people, sex","2001",78200,
"Upper Harbour local board area","Total people, age","Total people, sex","2001",33700,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2001",75100,
"Rodney local board area","Total people, age","Total people, sex","2001",44100,
"Auckland","Total people, age","Total people, sex","2001",1218300,
"Kaipara district","Total people, age","Total people, sex","2001",17950,
"Invercargill city","65 years and over","Total people, sex","2001",7000,
"Gore district","65 years and over","Total people, sex","2001",1950,
"Southland district","65 years and over","Total people, sex","2001",3200,
"Clutha district","65 years and over","Total people, sex","2001",2250,
"Dunedin city","65 years and over","Total people, sex","2001",15500,
"Queenstown-Lakes district","65 years and over","Total people, sex","2001",1750,
"Central Otago district","65 years and over","Total people, sex","2001",2600,
"Waitaki district","65 years and over","Total people, sex","2001",3900,
"Chatham Islands territory","65 years and over","Total people, sex","2001",40,
"Waimate district","65 years and over","Total people, sex","2001",1270,
"Mackenzie district","65 years and over","Total people, sex","2001",450,
"Timaru district","65 years and over","Total people, sex","2001",7500,
"Whangarei district","Total people, age","Total people, sex","2001",70000,
"Far North district","Total people, age","Total people, sex","2001",56400,
"Ashburton district","65 years and over","Total people, sex","2001",4200,
"Selwyn district","65 years and over","Total people, sex","2001",2300,
"Christchurch city","65 years and over","Total people, sex","2001",45200,
"Christchurch city","65 years and over","Total people, sex","2006",48500,
"Selwyn district","65 years and over","Total people, sex","2006",3200,
"Ashburton district","65 years and over","Total people, sex","2006",4600,
"Far North district","Total people, age","Total people, sex","2006",57500,
"Whangarei district","Total people, age","Total people, sex","2006",76500,
"Timaru district","65 years and over","Total people, sex","2006",8000,
"Mackenzie district","65 years and over","Total people, sex","2006",500,
"Waimate district","65 years and over","Total people, sex","2006",1440,
"Chatham Islands territory","65 years and over","Total people, sex","2006",50,
"Waitaki district","65 years and over","Total people, sex","2006",4200,
"Central Otago district","65 years and over","Total people, sex","2006",3000,
"Queenstown-Lakes district","65 years and over","Total people, sex","2006",2100,
"Dunedin city","65 years and over","Total people, sex","2006",16200,
"Clutha district","65 years and over","Total people, sex","2006",2300,
